id,name,code,state_id:id
626,Triệu Phong,626,l10n_vn.state_vn_VN-25
669,Vĩnh Linh,669,l10n_vn.state_vn_VN-25
113,Châu Thành,113,l10n_vn.state_vn_VN-52
140,Cù Lao Dung,140,l10n_vn.state_vn_VN-52
289,Kế Sách,289,l10n_vn.state_vn_VN-52
347,Long Phú,347,l10n_vn.state_vn_VN-52
385,Mỹ Tú,385,l10n_vn.state_vn_VN-52
386,Mỹ Xuyên,386,l10n_vn.state_vn_VN-52
401,Ngã Năm,401,l10n_vn.state_vn_VN-52
511,Sóc Trăng,511,l10n_vn.state_vn_VN-52
585,Thạnh Trị,585,l10n_vn.state_vn_VN-52
619,Trần Đề,619,l10n_vn.state_vn_VN-52
666,Vĩnh Châu,666,l10n_vn.state_vn_VN-52
35,Bắc Yên,35,l10n_vn.state_vn_VN-05
359,Mai Sơn,359,l10n_vn.state_vn_VN-05
369,Mộc Châu,369,l10n_vn.state_vn_VN-05
376,Mường La,376,l10n_vn.state_vn_VN-05
463,Phù Yên,463,l10n_vn.state_vn_VN-05
501,Quỳnh Nhai,501,l10n_vn.state_vn_VN-05
516,Sơn La,516,l10n_vn.state_vn_VN-05
525,Sông Mã,525,l10n_vn.state_vn_VN-05
526,Sốp Cộp,526,l10n_vn.state_vn_VN-05
600,Thuận Châu,600,l10n_vn.state_vn_VN-05
654,Vân Hồ,654,l10n_vn.state_vn_VN-05
692,Yên Châu,692,l10n_vn.state_vn_VN-05
47,Bến Cầu,47,l10n_vn.state_vn_VN-37
114,Châu Thành,114,l10n_vn.state_vn_VN-37
203,Dương Minh Châu,203,l10n_vn.state_vn_VN-37
225,Gò Dầu,225,l10n_vn.state_vn_VN-37
255,Hòa Thành,255,l10n_vn.state_vn_VN-37
536,Tân Biên,536,l10n_vn.state_vn_VN-37
539,Tân Châu,539,l10n_vn.state_vn_VN-37
559,Tây Ninh,559,l10n_vn.state_vn_VN-37
622,Trảng Bàng,622,l10n_vn.state_vn_VN-37
187,Đông Hưng,187,l10n_vn.state_vn_VN-20
276,Hưng Hà,276,l10n_vn.state_vn_VN-20
298,Kiến Xương,298,l10n_vn.state_vn_VN-20
502,Quỳnh Phụ,502,l10n_vn.state_vn_VN-20
565,Thái Bình,565,l10n_vn.state_vn_VN-20
568,Thái Thụy,568,l10n_vn.state_vn_VN-20
607,Tiền Hải,607,l10n_vn.state_vn_VN-20
682,Vũ Thư,682,l10n_vn.state_vn_VN-20
149,Đại Từ,149,l10n_vn.state_vn_VN-69
173,Định Hóa,173,l10n_vn.state_vn_VN-69
188,Đồng Hỷ,188,l10n_vn.state_vn_VN-69
437,Phổ Yên,437,l10n_vn.state_vn_VN-69
441,Phú Bình,441,l10n_vn.state_vn_VN-69
447,Phú Lương,447,l10n_vn.state_vn_VN-69
522,Sông Công,522,l10n_vn.state_vn_VN-69
567,Thái Nguyên,567,l10n_vn.state_vn_VN-69
679,Võ Nhai,679,l10n_vn.state_vn_VN-69
18,Bá Thước,18,l10n_vn.state_vn_VN-21
51,Bỉm Sơn,51,l10n_vn.state_vn_VN-21
87,Cẩm Thủy,87,l10n_vn.state_vn_VN-21
190,Đông Sơn,190,l10n_vn.state_vn_VN-21
236,Hà Trung,236,l10n_vn.state_vn_VN-21
248,Hậu Lộc,248,l10n_vn.state_vn_VN-21
261,Hoằng Hóa,261,l10n_vn.state_vn_VN-21
329,Lang Chánh,329,l10n_vn.state_vn_VN-21
377,Mường Lát,377,l10n_vn.state_vn_VN-21
402,Nga Sơn,402,l10n_vn.state_vn_VN-21
405,Nghi Sơn,405,l10n_vn.state_vn_VN-21
414,Ngọc Lặc,414,l10n_vn.state_vn_VN-21
421,Như Thanh,421,l10n_vn.state_vn_VN-21
422,Như Xuân,422,l10n_vn.state_vn_VN-21
430,Nông Cống,430,l10n_vn.state_vn_VN-21
482,Quan Hóa,482,l10n_vn.state_vn_VN-21
483,Quan Sơn,483,l10n_vn.state_vn_VN-21
491,Quảng Xương,491,l10n_vn.state_vn_VN-21
507,Sầm Sơn,507,l10n_vn.state_vn_VN-21
563,Thạch Thành,563,l10n_vn.state_vn_VN-21
575,Thanh Hóa,575,l10n_vn.state_vn_VN-21
588,Thiệu Hóa,588,l10n_vn.state_vn_VN-21
589,Thọ Xuân,589,l10n_vn.state_vn_VN-21
604,Thường Xuân,604,l10n_vn.state_vn_VN-21
627,Triệu Sơn,627,l10n_vn.state_vn_VN-21
670,Vĩnh Lộc,670,l10n_vn.state_vn_VN-21
693,Yên Định,693,l10n_vn.state_vn_VN-21
52,Bình Chánh,52,l10n_vn.state_vn_VN-SG
61,Bình Tân,61,l10n_vn.state_vn_VN-SG
63,Bình Thạnh,63,l10n_vn.state_vn_VN-SG
90,Cần Giờ,90,l10n_vn.state_vn_VN-SG
137,Củ Chi,137,l10n_vn.state_vn_VN-SG
227,Gò Vấp,227,l10n_vn.state_vn_VN-SG
266,Hóc Môn,266,l10n_vn.state_vn_VN-SG
417,Nhà Bè,417,l10n_vn.state_vn_VN-SG
451,Phú Nhuận,451,l10n_vn.state_vn_VN-SG
471,Quận 1,471,l10n_vn.state_vn_VN-SG
472,Quận 3,472,l10n_vn.state_vn_VN-SG
473,Quận 4,473,l10n_vn.state_vn_VN-SG
474,Quận 5,474,l10n_vn.state_vn_VN-SG
475,Quận 6,475,l10n_vn.state_vn_VN-SG
476,Quận 7,476,l10n_vn.state_vn_VN-SG
477,Quận 8,477,l10n_vn.state_vn_VN-SG
478,Quận 10,478,l10n_vn.state_vn_VN-SG
479,Quận 11,479,l10n_vn.state_vn_VN-SG
480,Quận 12,480,l10n_vn.state_vn_VN-SG
537,Tân Bình,537,l10n_vn.state_vn_VN-SG
545,Tân Phú,545,l10n_vn.state_vn_VN-SG
596,Thủ Đức,596,l10n_vn.state_vn_VN-SG
1,A Lưới,1,l10n_vn.state_vn_VN-26
275,Huế,275,l10n_vn.state_vn_VN-26
282,Hương Thủy,282,l10n_vn.state_vn_VN-26
283,Hương Trà,283,l10n_vn.state_vn_VN-26
392,Nam Đông,392,l10n_vn.state_vn_VN-26
439,Phong Điền,439,l10n_vn.state_vn_VN-26
446,Phú Lộc,446,l10n_vn.state_vn_VN-26
461,Phú Vang,461,l10n_vn.state_vn_VN-26
485,Quảng Điền,485,l10n_vn.state_vn_VN-26
74,Cái Bè,74,l10n_vn.state_vn_VN-46
75,Cai Lậy,75,l10n_vn.state_vn_VN-46
76,Cai Lậy,76,l10n_vn.state_vn_VN-46
115,Châu Thành,115,l10n_vn.state_vn_VN-46
122,Chợ Gạo,122,l10n_vn.state_vn_VN-46
222,Gò Công,222,l10n_vn.state_vn_VN-46
223,Gò Công Đông,223,l10n_vn.state_vn_VN-46
224,Gò Công Tây,224,l10n_vn.state_vn_VN-46
384,Mỹ Tho,384,l10n_vn.state_vn_VN-46
547,Tân Phú Đông,547,l10n_vn.state_vn_VN-46
548,Tân Phước,548,l10n_vn.state_vn_VN-46
93,Càng Long,93,l10n_vn.state_vn_VN-51
102,Cầu Kè,102,l10n_vn.state_vn_VN-51
103,Cầu Ngang,103,l10n_vn.state_vn_VN-51
116,Châu Thành,116,l10n_vn.state_vn_VN-51
206,Duyên Hải,206,l10n_vn.state_vn_VN-51
207,Duyên Hải,207,l10n_vn.state_vn_VN-51
612,Tiểu Cần,612,l10n_vn.state_vn_VN-51
615,Trà Cú,615,l10n_vn.state_vn_VN-51
617,Trà Vinh,617,l10n_vn.state_vn_VN-51
120,Chiêm Hóa,120,l10n_vn.state_vn_VN-07
247,Hàm Yên,247,l10n_vn.state_vn_VN-07
326,Lâm Bình,326,l10n_vn.state_vn_VN-07
387,Na Hang,387,l10n_vn.state_vn_VN-07
513,Sơn Dương,513,l10n_vn.state_vn_VN-07
644,Tuyên Quang,644,l10n_vn.state_vn_VN-07
702,Yên Sơn,702,l10n_vn.state_vn_VN-07
59,Bình Minh,59,l10n_vn.state_vn_VN-49
62,Bình Tân,62,l10n_vn.state_vn_VN-49
343,Long Hồ,343,l10n_vn.state_vn_VN-49
360,Mang Thít,360,l10n_vn.state_vn_VN-49
527,Tam Bình,527,l10n_vn.state_vn_VN-49
616,Trà Ôn,616,l10n_vn.state_vn_VN-49
672,Vĩnh Long,672,l10n_vn.state_vn_VN-49
683,Vũng Liêm,683,l10n_vn.state_vn_VN-49
65,Bình Xuyên,65,l10n_vn.state_vn_VN-70
333,Lập Thạch,333,l10n_vn.state_vn_VN-70
465,Phúc Yên,465,l10n_vn.state_vn_VN-70
524,Sông Lô,524,l10n_vn.state_vn_VN-70
528,Tam Đảo,528,l10n_vn.state_vn_VN-70
530,Tam Dương,530,l10n_vn.state_vn_VN-70
676,Vĩnh Tường,676,l10n_vn.state_vn_VN-70
677,Vĩnh Yên,677,l10n_vn.state_vn_VN-70
696,Yên Lạc,696,l10n_vn.state_vn_VN-70
352,Lục Yên,352,l10n_vn.state_vn_VN-06
372,Mù Cang Chải,372,l10n_vn.state_vn_VN-06
410,Nghĩa Lộ,410,l10n_vn.state_vn_VN-06
618,Trạm Tấu,618,l10n_vn.state_vn_VN-06
621,Trấn Yên,621,l10n_vn.state_vn_VN-06
651,Văn Chấn,651,l10n_vn.state_vn_VN-06
659,Văn Yên,659,l10n_vn.state_vn_VN-06
690,Yên Bái,690,l10n_vn.state_vn_VN-06
691,Yên Bình,691,l10n_vn.state_vn_VN-06
